PDFIndex,10DigitBBl,StreetNumber,StreetName,DOFGrossSquareFootage,EnergyStar1-100Score,EnergyEfficiencyGrade
17383,3074140033,1229,AVENUE Y,46087,26,D
17384,3074220040,2939,AVENUE Y,44100,33,D
17385,3074220101,2813,OCEAN AVENUE,55920,31,D
17386,3074330013,1230,AVENUE Y,151800,51,D
17387,3074380001,1702,AVENUE Y,59883,49,D
17388,3074380024,2558,EAST 18 STREET,32000,8,D
17389,3074390006,2502,EAST 19 STREET,28722,25,D
17390,3074400041,2970,OCEAN AVENUE,36000,38,D
17391,3074490001,3020,AVENUE Y,408000,45,D
17392,3074490025,3021,AVENUE Z,77500,54,D
17393,3074490030,2555,BATCHELDER STREET,79500,54,D
17394,3074570001,2620,EAST 13 STREET,188374,28,D
17395,3074570046,2685,HOMECREST AVENUE,54678,18,D
17396,3074570055,2665,HOMECREST AVENUE,136296,41,D
17397,3074590065,1402,SHEEPSHEAD BAY ROAD,29460,43,D
17398,3074650040,3051,OCEAN AVENUE,61000,53,D
17399,3074650052,3025,OCEAN AVENUE,94100,10,D
17400,3075480020,1261,OCEAN AVENUE,28160,1,D
17401,3075480033,1233,OCEAN AVENUE,37200,47,D
17402,3075500019,837,EAST 22 STREET,32000,27,D
17403,3075500068,754,EAST 23 STREET,32000,15,D
17404,3075540038,2610,GLENWOOD ROAD,44200,43,D
17405,3075540043,2620,GLENWOOD ROAD,44300,40,D
17406,3075560053,120,KENILWORTH PLACE,71250,50,D
17407,3075580063,720,EAST 31 STREET,43146,19,D
17408,3075590001,782,EAST 32 STREET,38736,39,D
17409,3075590051,720,EAST 32 STREET,44870,16,D
17410,3075600001,3215,AVENUE H,188540,29,D
17411,3075600034,715,EAST 32 STREET,37325,43,D
17412,3075760069,850,EAST 31 STREET,70650,42,D
17413,3075770025,3101,AURELIA COURT,114120,51,D
17414,3075780001,3211,FLATBUSH AVENUE,141880,42,D
17415,3075790010,1655,FLATBUSH AVENUE,689000,27,D
17416,3075840035,1401,OCEAN AVENUE,225500,51,D
17417,3075930006,2901,AVENUE J,57000,49,D
17418,3075940022,2329,NOSTRAND AVENUE,52462,7,D
17419,3075980006,3401,AVENUE J,69000,29,D
17420,3075980053,1113,EAST 34 STREET,36975,33,D
17421,3075980058,3402,AVENUE I,34800,11,D
17422,3076000006,3601,AVENUE J,31200,6,D
17423,3076020006,1569,OCEAN AVENUE,52360,11,D
17424,3076020015,1553,OCEAN AVENUE,43000,17,D
17425,3076020022,1535,OCEAN AVENUE,43120,10,D
17426,3076020029,1521,OCEAN AVENUE,57750,51,D
17427,3076020035,1517,OCEAN AVENUE,38500,52,D
17428,3076110073,2450,NOSTRAND AVENUE,44400,15,D
17429,3076170063,1022,EAST 36 STREET,39212,45,D
17430,3076180042,3602,AVENUE J,48600,27,D
17431,3076200041,1589,OCEAN AVENUE,52360,36,D
17432,3076360046,3614,AVENUE K,32000,26,D
17433,3076370049,1240,EAST 38 STREET,25600,12,D
17434,3076480016,2635,NOSTRAND AVENUE,48510,48,D
17435,3076540014,3626,KINGS HIGHWAY,94128,52,D
17436,3076730006,1487,EAST 37 STREET,36400,36,D
17437,3076740004,1967,OCEAN AVENUE,35000,24,D
17438,3076740009,1947,OCEAN AVENUE,70332,54,D
17439,3076800001,2607,AVENUE O,62500,50,D
17440,3076820016,2807,KINGS HIGHWAY,65500,36,D
17441,3076890056,2828,KINGS HIGHWAY,46800,25,D
17442,3077220029,885,EAST 38 STREET,25200,34,D
17443,3077290025,1095,EAST 45 STREET,116178,36,D
17444,3077630001,1900,RALPH AVENUE,52985,19,D
17445,3078080036,3728,AVENUE K,41596,16,D
17446,3078130003,4011,KINGS HIGHWAY,100471,50,D
17447,3078130136,4200,AVENUE K,96000,27,D
17448,3078190046,3857,KINGS HIGHWAY,76698,29,D
17449,3079300001,5407,KINGS HIGHWAY,195000,42,D
17450,3079780001,5602,FARRAGUT ROAD,987444,6,D
17451,3079810020,611,EAST 76 STREET,45403,23,D
17452,3081180011,827,EAST 92 STREET,54868,1,D
17453,3081240033,909,REMSEN AVENUE,85000,5,D
17454,3081280001,1131,EAST 94 STREET,40344,7,D
17455,3081320016,439,EAST 99 STREET,27135,1,D
17456,3081330052,414,EAST 101 STREET,62108,15,D
17457,3081380250,10615,FOSTER AVENUE,77000,11,D
17458,3081560001,10237,FARRAGUT ROAD,177386,51,D
17459,3081580001,254,STANLEY AVENUE,386400,5,D
17460,3081580205,10835,FLATLANDS AVENUE,140400,5,D
17461,3081740001,620,EAST 108 STREET,344456,5,D
17462,3081910001,757,EAST 103 STREET,225089,5,D
17463,3081930001,10609,FLATLANDS AVENUE,209749,5,D
17464,3082050005,1555,ROCKAWAY PARKWAY,99009,14,D
17465,3082060005,1177,EAST 98 STREET,59850,23,D
17466,3082240022,1625,ROCKAWAY PARKWAY,133326,30,D
17467,3082350140,636,LOUISIANA AVENUE,116702,21,D
17468,3082350315,959,EAST 108 STREET,52590,28,D
17469,3082810024,1871,ROCKAWAY PARKWAY,44936,26,D
17470,3083290225,9910,SEAVIEW AVENUE,1526800,23,D
17471,3083520001,2231,RALPH AVENUE,46562,30,D
17472,3084060035,6313,AVENUE U,29692,35,D
17473,3084090001,6809,AVENUE U,26318,42,D
17474,3084090050,6930,AVENUE T,29789,37,D
17475,3084290036,6910,AVENUE U,117852,47,D
17476,3084701018,5905,STRICKLAND AVENUE,107569,36,D
17477,3085560080,2270,KIMBALL STREET,36000,39,D
17478,3086610001,2901,OCEAN PARKWAY,51192,14,D
17479,3086610078,2935,OCEAN PARKWAY,65400,48,D
17480,3086690068,3045,OCEAN PARKWAY,29108,16,D
17481,3086690077,3017,OCEAN PARKWAY,34720,15,D
17482,3086690093,2985,OCEAN PARKWAY,34000,46,D
17483,3086780059,3126,CONEY ISLAND AVENUE,31480,5,D
17484,3086780066,3142,CONEY ISLAND AVENUE,31480,41,D
17485,3086820042,101,BRIGHTWATER COURT,40320,40,D
17486,3086830075,3100,BRIGHTON 2 STREET,101100,50,D
17487,3086850070,231,BRIGHTWATER COURT,45189,45,D
17488,3086850076,219,BRIGHTWATER COURT,44400,48,D
17489,3086850083,3111,BRIGHTON 2 STREET,42700,53,D
17490,3086850089,3101,BRIGHTON 2 STREET,61920,52,D
17491,3086880056,3093,BRIGHTON 4 STREET,95004,51,D
17492,3086907501,3145,BRIGHTON 4 STREET,104387,26,D
17493,3086910065,3110,BRIGHTON 7 STREET,39600,41,D
17494,3086930012,3161,BRIGHTON 6 STREET,120000,50,D
17495,3087010001,3033,CONEY ISLAND AVENUE,76920,32,D
17496,3087017501,108,NEPTUNE AVENUE,73594,36,D
17497,3087090084,3010,BRIGHTON 12 STREET,33600,18,D
17498,3087090090,3000,BRIGHTON 12 STREET,33800,13,D
17499,3087090100,125,BRIGHTON 11 STREET,117600,28,D
17500,3087130077,34,WEST END AVENUE,116264,51,D
17501,3087137501,2,WEST END AVENUE,150822,49,D
17502,3087140010,3021,BRIGHTON 13 STREET,31000,43,D
17503,3087140020,2991,BRIGHTON 13 STREET,45360,41,D
17504,3087150051,1080,OCEAN VIEW AVENUE,31000,37,D
17505,3087150056,1068,OCEAN VIEW AVENUE,31000,19,D
17506,3087150068,3029,BRIGHTON 12 STREET,45000,51,D
17507,3087150073,3045,BRIGHTON 12 STREET,31000,16,D
17508,3087160064,3085,BRIGHTON 13 STREET,67000,42,D
17509,3087160080,3047,BRIGHTON 13 STREET,30800,54,D
17510,3087160085,3033,BRIGHTON 13 STREET,33800,36,D
17511,3087170017,3075,BRIGHTON 14 STREET,25200,33,D
17512,3087177501,1151,BRIGHTON BEACH AVENUE,66071,18,D
17513,3087180075,150,CORBIN PLACE,125000,38,D
17514,3087190038,160,WEST END AVENUE,155661,41,D
17515,3087207501,150,OCEANA DRIVE WEST,153893,1,D
17516,3087207509,125,OCEANA DRIVE EAST,152838,41,D
17517,3087207512,105/105,OCEANA DRIVE EAST,178383,49,D
17518,3087210350,1120,BRIGHTON BEACH AVENUE,162957,4,D
17519,3087450081,45,FALMOUTH STREET,58000,18,D
17520,3087630013,1133,BANNER AVENUE,56827,27,D
17521,3087650027,2742,EAST 13 STREET,26074,25,D
17522,3087750041,1901,EMMONS AVENUE,55300,4,D
17523,3087760007,2018,VOORHIES AVENUE,31392,10,D
17524,3087797501,2211,EMMONS AVENUE,91316,3,D
17525,3087820034,4750,BEDFORD AVENUE,105440,54,D
17526,3087910224,3685,NOSTRAND AVENUE,35520,21,D
17527,3088040042,2800,COYLE STREET,145000,52,D
17528,3088070135,3191,EMMONS AVENUE,35285,35,D
17529,3088150101,3154,EMMONS AVENUE,32009,3,D
17530,3088180043,2265,GERRITSEN AVENUE,107916,46,D
17531,3088210001,2209,KNAPP STREET,174580,54,D
17532,3088210010,2251,KNAPP STREET,174580,41,D
17533,4000130105,5-35,54 AVENUE,84760,24,D
17534,4000130160,2-39,54 AVENUE,59022,26,D
17535,4000157501,2-40,51 AVENUE,60174,21,D
17536,4000160008,50-01,2 STREET,172993,16,D
17537,4000170029,4-12,49 AVENUE,73640,54,D
17538,4000217501,46-30,CENTER BOULEVARD,250720,42,D
17539,4000340021,5-06,51 AVENUE,37946,21,D
17540,4000417501,10-17,JACKSON AVENUE,28300,23,D
17541,4000427501,10-63,JACKSON AVENUE,37765,5,D
17542,4000457502,47-28,11 STREET,30385,53,D
17543,4000477502,10-40,46 ROAD,39975,44,D
17544,4000527503,11-12,44 DRIVE,64417,34,D
17545,4000550017,11-15,46 ROAD,28064,46,D
17546,4000577501,13-15,JACKSON AVENUE,68430,53,D
17547,4000680021,21-32,BORDEN AVENUE,25780,29,D
17548,4000827501,27-28,THOMSON AVENUE,379502,27,D
17549,4000980030,47-32,AUSTELL PLACE,75864,48,D
17550,4001050001,23-01,BORDEN AVENUE,27405,6,D
17551,4001050012,23-23,BORDEN AVENUE,51000,49,D
17552,4001110011,49-10,27 STREET,47200,9,D
17553,4001130035,27-10,49 AVENUE,33266,24,D
17554,4001160021,34-04,BARNETT AVENUE,75250,45,D
17555,4001170001,50-01,39 AVENUE,378186,49,D
17556,4001200012,48-18,NORTHERN BOULEVARD,241993,24,D
17557,4001310004,50-05,43 AVENUE,64350,36,D
17558,4001310025,41-16,51 STREET,43150,21,D
17559,4001310036,41-36,51 STREET,42474,54,D
17560,4001320067,49-15,SKILLMAN AVENUE,72000,36,D
17561,4001330070,39-88,49 STREET,76500,49,D
17562,4001370004,41-41,46 STREET,77730,54,D
17563,4001380007,43-11,49 STREET,39320,44,D
17564,4001397501,43-33,48 STREET,44825,44,D
17565,4001400025,43-05,47 STREET,53840,21,D
17566,4001400040,43-30,48 STREET,79896,53,D
17567,4001430001,47-00,NORTHERN BOULEVARD,126125,14,D
17568,4001530033,45-34,47 STREET,33456,54,D
17569,4001590001,42-15,43 AVENUE,148950,51,D
17570,4001607501,43-30,46 STREET,86040,33,D
17571,4001610020,43-05,44 STREET,60084,3,D
17572,4001610026,43-06,45 STREET,67578,13,D
17573,4001650001,45-59,45 STREET,39575,19,D
17574,4001680036,45-16,44 STREET,41574,40,D
17575,4001710061,47-56,45 STREET,30468,31,D
17576,4001750001,42-05,48 AVENUE,53400,33,D
17577,4001830051,42-02,NORTHERN BOULEVARD,74637,20,D
17578,4001830146,42-52,NORTHERN BOULEVARD,55176,35,D
17579,4001830250,39-34,43 STREET,98000,16,D
17580,4001830299,39-15,SKILLMAN AVENUE,168400,39,D
17581,4001850017,41-11,40 STREET,79000,12,D
17582,4001860042,41-48,40 STREET,35000,52,D
17583,4001880021,41-00,43 AVENUE,88200,47,D
17584,4001890019,43-09,40 STREET,66714,50,D
17585,4001900013,43-29,39 PLACE,28600,29,D
17586,4001900016,43-19,39 PLACE,28600,52,D
17587,4001910030,43-18,39 PLACE,28600,9,D
17588,4001927501,41-02,QUEENS BOULEVARD,57348,50,D
17589,4001980001,47-50,41 STREET,70540,29,D
17590,4001980005,47-51,40 STREET,58800,21,D
17591,4001980011,47-39,40 STREET,48000,40,D
17592,4001990052,47-46,40 STREET,50400,46,D
17593,4001997501,47-55,39 PLACE,42000,45,D
17594,4002000030,47-07,39 STREET,35700,18,D
17595,4002070001,39-20,GREENPOINT AVENUE,118536,51,D
17596,4002090025,50-21,39 PLACE,29725,44,D
17597,4002090042,50-22,40 STREET,29754,50,D
17598,4002150022,38-02,SKILLMAN AVENUE,36240,21,D
17599,4002240031,37-16,QUEENS BOULEVARD,37698,44,D
17600,4002390026,30-12,41 AVENUE,46808,32,D
17601,4002470018,45-11,33 STREET,70000,33,D
17602,4002540036,48-09,34 STREET,31920,1,D
17603,4002550023,33-02,48 AVENUE,120720,12,D
17604,4002580005,48-43,32 PLACE,30282,1,D
17605,4002670009,44-41,PURVES STREET,259805,33,D
17606,4002677502,26-26,JACKSON AVENUE,37616,2,D
17607,4002680008,27-19,44 DRIVE,142849,49,D
17608,4002680015,26-14,JACKSON AVENUE,79897,22,D
17609,4002860001,30-40,48 AVENUE,58992,23,D
17610,4002920001,29-01,BORDEN AVENUE,73313,38,D
17611,4003020006,52-34,VAN DAM STREET,67223,7,D
17612,4003130001,33-26,VERNON BOULEVARD,113146,47,D
17613,4003150001,33-02,11 STREET,26637,21,D
17614,4003180015,33-51,11 STREET,27950,1,D
17615,4003210011,33-01,VERNON BOULEVARD,27400,40,D
17616,4003320002,12-50,35 AVENUE,499525,8,D
17617,4003350002,35-53,35 AVENUE,502525,8,D
17618,4003410021,35-03,29 STREET,35568,11,D
17619,4003417501,35-40,30 STREET,72904,37,D
17620,4003420024,36-06,30 STREET,61000,20,D
17621,4003510014,36-11,12 STREET,25650,51,D
17622,4003640025,37-01,21 STREET,25625,15,D
17623,4003750033,33-01,38 AVENUE,65915,36,D
17624,4003777501,37-14,36 STREET,130387,48,D
17625,4003870012,38-05,CRESCENT STREET,30750,43,D
17626,4003880013,24-16,38 AVENUE,47725,1,D
17627,4003880023,38-30,CRESCENT STREET,34533,52,D
17628,4003920015,39-09,21 STREET,30150,43,D
17629,4003970014,27-08,39 AVENUE,25125,40,D
17630,4003990022,29-14,39 AVENUE,63648,17,D
17631,4004020028,29-14,40 AVENUE,27899,35,D
17632,4004090007,40-47,22 STREET,26407,46,D
17633,4004100001,21-01,41 AVENUE,39063,54,D
17634,4004110001,21-15,21 STREET,162572,3,D
17635,4004110010,41-54,22 STREET,115029,9,D
17636,4004130002,41-42,24 STREET,395000,49,D
17637,4004137501,23-10,41 AVENUE,158821,54,D
17638,4004147501,24-15,QUEENS PLAZA NORTH,65710,36,D
17639,4004150004,25-01,QUEENS PLAZA NORTH,54000,35,D
17640,4004157501,41-26,27 STREET,75617,29,D
17641,4004157504,41-04,27 STREET,34835,53,D
17642,4004160021,41-21,27 STREET,251812,2,D
17643,4004180024,29-21,41 AVENUE,85140,43,D
17644,4004220001,42-25,27 STREET,137771,24,D
17645,4004297501,42-60,CRESCENT STREET,48046,34,D
17646,4004320005,27-45,JACKSON AVENUE,73643,15,D
17647,4004327501,42-51,HUNTER STREET,40529,6,D
17648,4004337501,43-25,HUNTER STREET,954578,52,D
17649,4004460010,11-49,44 ROAD,50000,4,D
17650,4004500002,9-01,44 DRIVE,35000,23,D
17651,4004610016,42-11,QUEENS PLAZA SOUTH,105000,21,D
17652,4004620001,42-25,VERNON BOULEVARD,47657,33,D
17653,4004710702,38-71,13 STREET,42473,53,D
17654,4004710758,39-34,21 STREET,42473,51,D
17655,4004750030,9-02,38 AVENUE,44168,48,D
17656,4004860013,43-77,VERNON BOULEVARD,26250,53,D
17657,4004900101,4,1 STREET,1116500,17,D
17658,4005020041,11-15,BROADWAY,76129,47,D
17659,4005037502,11-24,31 AVENUE,76910,1,D
17660,4005047501,30-85,VERNON BOULEVARD,55575,3,D
17661,4005100020,810,12 AVENUE,167310,47,D
17662,4005230002,34-05,12 STREET,372060,8,D
17663,4005347501,30-80,21 STREET,35783,12,D
17664,4005390039,27-34,21 STREET,31578,7,D
17665,4005400040,27-19,14 STREET,41900,14,D
17666,4005440007,23-08,NEWTOWN AVENUE,47636,36,D
17667,4005440019,23-30,NEWTOWN AVENUE,57000,6,D
17668,4005480013,23-33,30 AVENUE,35600,16,D
17669,4005480016,29-06,CRESCENT STREET,29480,27,D
17670,4005500029,30-40,30 ROAD,34452,14,D
17671,4005517501,21-17,31 AVENUE,44377,34,D
17672,4005527501,31-10,23 STREET,35000,36,D
17673,4005570003,33-34,CRESCENT STREET,563800,33,D
17674,4005590002,21-51,34 AVENUE,363720,8,D
17675,4005650023,33-02,CRESCENT STREET,25204,44,D
17676,4005710001,30-60,CRESCENT STREET,82637,48,D
17677,4005750015,28-28,29 STREET,41310,51,D
17678,4005750029,27-37,27 STREET,30572,12,D
17679,4005760036,27-10,30 AVENUE,50850,54,D
17680,4005770023,25-10,30 ROAD,114000,23,D
17681,4005770043,25-50,30 ROAD,40960,48,D
17682,4005780035,25-32,30 DRIVE,43552,1,D
17683,4005790016,25-15,BROADWAY,38320,32,D
17684,4005790032,31-45,CRESCENT STREET,44264,17,D
17685,4005790055,25-40,31 AVENUE,100000,46,D
17686,4005800030,32-02,29 STREET,48000,53,D
17687,4005850035,34-20,30 STREET,62640,44,D
17688,4005867501,29-10,BROADWAY,89254,4,D
17689,4005870034,30-02,BROADWAY,64896,5,D
17690,4005880009,31-75,29 STREET,39549,42,D
17691,4005880018,31-49,29 STREET,30440,40,D
17692,4005900001,30-83,29 STREET,45126,52,D
17693,4006030021,35-05,30 STREET,42600,50,D
17694,4006060029,35-16,34 STREET,50232,37,D
17695,4006080029,34-02,32 STREET,36560,26,D
17696,4006120057,32-52,33 STREET,40740,48,D
17697,4006140010,31-77,32 STREET,38400,43,D
17698,4006160024,30-33,32 STREET,28000,31,D
17699,4006190014,31-21,NEWTOWN AVENUE,74365,37,D
17700,4006250039,30-15,33 STREET,34200,1,D
17701,4006280012,28-15,34 STREET,52300,52,D
17702,4006360001,36-01,37 AVENUE,57820,15,D
17703,4006380031,35-20,35 STREET,58000,14,D
17704,4006400017,35-01,36 STREET,49000,18,D
17705,4006450001,37-11,35 AVENUE,69000,43,D
17706,4006540024,24-75,38 STREET,29328,14,D
17707,4006540062,25-02,STEINWAY STREET,30292,39,D
17708,4006730016,34-01,STEINWAY STREET,112174,26,D
17709,4006730030,34-16,41 STREET,26240,46,D
17710,4006730042,34-50,41 STREET,72625,24,D
17711,4006770030,32-15,41 STREET,45920,48,D
17712,4006900001,42-15,34 AVENUE,36500,31,D
17713,4007170009,24-47,44 STREET,27600,33,D
17714,4007180041,45-20,ASTORIA BOULEVARD SOUTH,32795,17,D
17715,4007220038,32-06,47 STREET,55840,44,D
17716,4007290067,30-60,48 STREET,26000,29,D
17717,4007290073,30-70,48 STREET,26000,36,D
17718,4007360002,50-10,BROADWAY,292000,10,D
17719,4007380050,31-27,49 STREET,810000,10,D
17720,4007390046,48-16,30 AVENUE,27800,38,D
17721,4007557501,19-40,HAZEN STREET,80732,47,D
17722,4007640001,48-11,20 AVENUE,159996,51,D
17723,4008110001,19-73,38 STREET,181264,39,D
17724,4008307501,21-05,33 STREET,438423,32,D
17725,4008370027,24-29,31 STREET,26280,48,D
17726,4008390001,28-31,ASTORIA BOULEVARD,178312,10,D
17727,4008390007,28-21,ASTORIA BOULEVARD,38750,38,D
17728,4008420054,23-31,29 STREET,28976,42,D
17729,4008430061,23-60,29 STREET,28872,39,D
17730,4008460032,21-01,29 STREET,30744,35,D
17731,4008480044,20-24,31 STREET,34925,24,D
17732,4008480048,20-32,31 STREET,27140,21,D
17733,4008480052,20-40,31 STREET,27140,32,D
17734,4008480056,20-46,31 STREET,27132,15,D
17735,4008480060,20-54,31 STREET,26980,44,D
17736,4008480064,20-64,31 STREET,35723,16,D
17737,4008480069,20-78,31 STREET,38207,1,D
17738,4008590001,20-75,27 STREET,45417,45,D
17739,4008700012,20-55,CRESCENT STREET,31305,40,D
17740,4008710006,20-64,CRESCENT STREET,45400,54,D
17741,4008710020,20-44,CRESCENT STREET,45117,29,D
17742,4008710030,20-24,CRESCENT STREET,45117,38,D
17743,4008720068,25-34,CRESCENT STREET,66100,10,D
17744,4008817501,23-11,21 AVENUE,44090,1,D
17745,4008930070,20-31,20 STREET,45117,35,D
17746,4008930080,20-53,20 STREET,38535,42,D
17747,4008940030,20-53,18 STREET,62283,46,D
17748,4008960053,18-22,21 AVENUE,124710,13,D
17749,4009000034,12-10,ASTORIA PARK SOUTH,37932,13,D
17750,4009030007,26-45,9 STREET,131250,54,D
17751,4009090001,4-21,27 AVENUE,136000,52,D
17752,4010030011,71-11,ASTORIA BOULEVARD NORTH,38160,2,D
17753,4010180020,25-15,50 STREET,100000,33,D
17754,4010270050,75-20,ASTORIA BOULEVARD SOUTH,480000,51,D
17755,4010780001,83-15,24 AVENUE,118312,51,D
17756,4011110001,54-17,31 AVENUE,743160,44,D
17757,4011310001,53-01,32 AVENUE,108384,51,D
17758,4011380030,31-16,68 STREET,65810,28,D
17759,4011650058,32-45,69 STREET,65815,54,D
17760,4011650071,32-25,69 STREET,65810,52,D
17761,4011750036,79-11,NORTHERN BOULEVARD,32472,7,D
17762,4011770001,32-05,81 STREET,39600,46,D
17763,4012140053,59-12,37 AVENUE,28055,29,D
17764,4012160083,37-76,62 STREET,31000,36,D
17765,4012167502,61-05,39 AVENUE,66575,18,D
17766,4012180001,37-80,64 STREET,41120,8,D
17767,4012210015,37-06,69 STREET,44382,33,D
17768,4012270006,39-75,56 STREET,39860,42,D
17769,4012290034,39-29,58 STREET,27068,7,D
17770,4012350070,52-05,39 ROAD,92130,3,D
17771,4012380006,39-65,52 STREET,207086,53,D
17772,4012460035,33-51,73 STREET,49800,38,D
17773,4012490033,76-09,34 AVENUE,100890,43,D
17774,4012510030,78-01,34 AVENUE,90950,51,D
17775,4012560035,69-05,35 AVENUE,59756,51,D
17776,4012590041,34-57,72 STREET,38880,5,D
17777,4012610054,34-35,74 STREET,38000,33,D
17778,4012620034,75-05,35 AVENUE,75648,45,D
17779,4012630015,34-34,77 STREET,104000,18,D
17780,4012640001,77-10,34 AVENUE,90950,51,D
17781,4012680001,81-06,34 AVENUE,57888,31,D
17782,4012680013,34-24,82 STREET,97260,34,D
17783,4012687501,34-44,82 STREET,66083,41,D
17784,4012710006,35-06,72 STREET,29818,1,D
17785,4012720006,35-06,73 STREET,40725,16,D
17786,4012730044,35-55,73 STREET,123600,36,D
17787,4012780001,78-12,35 AVENUE,103200,20,D
17788,4012780038,78-19,37 AVENUE,25500,50,D
17789,4012790035,79-01,37 AVENUE,102803,16,D
17790,4012800038,80-01,37 AVENUE,98492,7,D
17791,4012810038,81-11,37 AVENUE,80000,16,D
17792,4012820175,70-35,BROADWAY,110000,21,D
17793,4012840051,37-30,74 STREET,29700,16,D
17794,4012860058,37-50,76 STREET,47392,42,D
17795,4012900001,37-06,80 STREET,99000,27,D
17796,4012900049,37-51,79 STREET,30540,25,D
17797,4012910001,37-05,80 STREET,31471,27,D
17798,4012910006,37-06,81 STREET,31471,6,D
17799,4012910025,37-36,81 STREET,27200,19,D
17800,4012910064,37-21,80 STREET,83000,54,D
17801,4012920012,37-12,82 STREET,36229,36,D
17802,4012920056,37-41,81 STREET,57920,47,D
17803,4012920063,37-25,81 STREET,49862,45,D
17804,4012980079,41-42,66 STREET,27425,14,D
17805,4013010010,40-33,69 STREET,72072,34,D
17806,4013040021,40-19,72 STREET,30618,34,D
17807,4013040057,40-30,73 STREET,29000,42,D
17808,4013040071,72-15,41 AVENUE,55560,40,D
17809,4013060130,41-38,67 STREET,36540,33,D
17810,4013120035,41-26,73 STREET,57291,35,D
17811,4013120043,41-42,73 STREET,76278,20,D
17812,4013140011,41-31,51 STREET,67416,26,D
17813,4013140017,41-15,51 STREET,49536,36,D
17814,4013140060,51-04,SKILLMAN AVENUE,32500,38,D
17815,4013210001,43-41,52 STREET,66510,41,D
17816,4013220001,53-01,QUEENS BOULEVARD,25450,12,D
17817,4013270008,41-47,56 STREET,27492,5,D
17818,4013367501,61-20,WOODSIDE AVENUE,52000,5,D
17819,4013390028,43-06,63 STREET,41860,23,D
17820,4013400001,63-11,QUEENS BOULEVARD,136944,52,D
17821,4013420009,43-05,65 STREET,26468,51,D
17822,4013440022,66-14,WOODSIDE AVENUE,26544,9,D
17823,4014020036,31-33,90 STREET,35604,4,D
17824,4014020042,31-21,90 STREET,35604,1,D
17825,4014220019,32-30,93 STREET,41316,50,D
17826,4014220029,32-50,93 STREET,26676,49,D
17827,4014300029,33-54,83 STREET,27312,1,D
17828,4014300035,33-53,82 STREET,27312,1,D
17829,4014310001,33-07,83 STREET,32700,1,D
17830,4014310006,33-08,84 STREET,37612,2,D
17831,4014320039,33-51,84 STREET,53400,35,D
17832,4014350029,87-09,34 AVENUE,51630,54,D
17833,4014360032,88-11,34 AVENUE,73800,22,D
17834,4014437501,34-20,83 STREET,60900,44,D
17835,4014440001,83-02,34 AVENUE,27192,41,D
17836,4014440006,34-10,84 STREET,27192,45,D
17837,4014440032,83-01,35 AVENUE,53248,5,D
17838,4014450034,84-09,35 AVENUE,80754,14,D
17839,4014460033,85-05,35 AVENUE,83238,47,D
17840,4014480001,87-10,34 AVENUE,73800,53,D
17841,4014490032,88-01,35 AVENUE,73900,23,D
17842,4014500001,89-04,34 AVENUE,97410,13,D
17843,4014510001,90-10,34 AVENUE,89340,40,D
17844,4014520006,91-16,34 AVENUE,38826,35,D
17845,4014527501,91-10,34 AVENUE,49392,10,D
17846,4014530034,92-11,35 AVENUE,98400,50,D
17847,4014550001,94-06,34 AVENUE,52040,29,D
17848,4014550041,34-15,94 STREET,78088,16,D
17849,4014550055,94-06,34 ROAD,46662,37,D
17850,4014550065,94-26,34 ROAD,41712,18,D
17851,4014560022,35-40,83 STREET,56636,33,D
17852,4014570034,35-64,84 STREET,118770,8,D
17853,4014580046,35-43,84 STREET,117294,32,D
17854,4014587501,84-01,37 AVENUE,44195,3,D
17855,4014590040,35-65,85 STREET,48300,44,D
17856,4014610001,87-02,35 AVENUE,50700,48,D
17857,4014627501,88-01,37 AVENUE,93297,37,D
17858,4014640001,35-07,90 STREET,26660,42,D
17859,4014640043,35-63,90 STREET,34470,5,D
17860,4014660039,35-61,92 STREET,37815,12,D
17861,4014670006,35-06,94 STREET,28640,12,D
17862,4014690068,35-15,95 STREET,28940,8,D
17863,4014710012,37-16,84 STREET,180804,27,D
17864,4014740012,37-20,87 STREET,168600,44,D
17865,4014750001,87-10,37 AVENUE,100000,36,D
17866,4014750021,37-36,88 STREET,32856,26,D
17867,4014750027,37-60,88 STREET,136704,46,D
17868,4014760001,88-02,37 AVENUE,83844,50,D
17869,4014760026,37-52,89 STREET,69912,38,D
17870,4014760052,37-43,88 STREET,45532,29,D
17871,4014770050,37-51,89 STREET,49280,13,D
17872,4014780001,37-05,90 STREET,44214,7,D
17873,4014820011,37-10,95 STREET,34288,4,D
17874,4014850037,40-30,75 STREET,44218,33,D
17875,4014890018,40-40,79 STREET,176480,53,D
17876,4014900018,79-11,41 AVENUE,313120,40,D
17877,4014920032,81-31,BAXTER AVENUE,33600,20,D
17878,4014927501,81-09,41 AVENUE,25763,1,D
17879,4014940029,41-05,74 STREET,30072,1,D
17880,4014960056,41-41,76 STREET,33901,28,D
17881,4015040001,40-05,HAMPTON STREET,75642,34,D
17882,4015040062,40-45,HAMPTON STREET,57000,37,D
17883,4015040068,40-35,HAMPTON STREET,57000,41,D
17884,4015040074,40-25,HAMPTON STREET,57000,31,D
17885,4015040080,40-15,HAMPTON STREET,57000,32,D
17886,4015050001,40-05,ITHACA STREET,60000,44,D
17887,4015050012,40-18,HAMPTON STREET,54545,31,D
17888,4015057501,40-35,ITHACA STREET,51890,27,D
17889,4015060047,40-66,ITHACA STREET,66000,52,D
